bango_key,bango_definition_ordinal,skill_name,scope,client_level_bands_json,client_cumulative_max_grades_json,client_incremental_grade_counts_json,client_schedule_format,client_max_grade,schedule_state,legacy_position,legacy_schedule_format,match_method,comparison_classification,verification_status,free_upgrade_status,bango_grade_json_status,notes,provenance,source_file,source_line
knight-44,1,Devine Suction,knight,"[50,55,60,65,70]","[1,2,3,4,5]","[1,1,1,1,1]",50 55 60 65 70|1 1 1 1 1,5,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,1608
knight-70,1,Blessing of Son of the Sky,knight,"[70,75,80,85,90,95,100]","[1,2,3,4,5,6,7]","[1,1,1,1,1,1,1]",70 75 80 85 90 95 100|1 1 1 1 1 1 1,7,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,1631
knight-71,1,Blessing of Son of the Sky,knight,"[70,75,80,85,90,95,100]","[1,2,3,4,5,6,7]","[1,1,1,1,1,1,1]",70 75 80 85 90 95 100|1 1 1 1 1 1 1,7,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,1653
knight-80,1,Artillery,knight,[50],[1],[1],50|1,1,client-schedule-resolved,,,ambiguous-normalized-name-and-class,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,1675
knight-81,1,Artillery,knight,[50],[1],[1],50|1,1,client-schedule-resolved,,,ambiguous-normalized-name-and-class,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,1694
knight-82,1,Mana Circulation,knight,[50],[1],[1],50|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,1714
knight-85,1,Mystery Skill of Accuracy,knight,[81],[20],[20],81|20,20,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,1735
knight-86,1,Mystery skill of Evasion,knight,[81],[20],[20],81|20,20,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,1757
knight-87,1,Mystery skill of Defense,knight,[81],[20],[20],81|20,20,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,1780
knight-88,1,Walk on the Air,knight,[91],[10],[10],91|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,1802
knight-89,1,Evolution of Mana Circulation,knight,[91],[10],[10],91|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,1816
knight-90,1,Shout of Defense,knight,"[91,96,101]","[1,2,3]","[1,1,1]",91 96 101|1 1 1,3,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,1837
knight-91,1,The Boom of Earth,knight,"[91,96,101]","[1,2,3]","[1,1,1]",91 96 101|1 1 1,3,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,1861
knight-92,1,Shout of Fighting Spirit,knight,"[91,96,101]","[1,2,3]","[1,1,1]",91 96 101|1 1 1,3,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,1883
knight-93,1,The wave of Earth,knight,"[91,96,101]","[1,2,3]","[1,1,1]",91 96 101|1 1 1,3,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,1908
knight-94,1,Attack of Dark Shadow,knight,[96],[2],[2],96|2,2,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,1930
mage-2,1,Fire Magic,mage,[8],[20],[20],8|20,20,client-schedule-resolved,1,8|20,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,1955
mage-3,1,Ice Magic,mage,[3],[20],[20],3|20,20,client-schedule-resolved,1,3|20,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,1981
mage-4,1,Lightning Magic,mage,[1],[10],[10],1|10,10,client-schedule-resolved,1,1|10,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2008
mage-5,1,Long-range Protection,mage,[25],[1],[1],25|1,1,client-schedule-resolved,7,25|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2037
mage-8,1,Heal,mage,[7],[5],[5],7|5,5,client-schedule-resolved,1,7|5,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2058
mage-9,1,Shock Wave,mage,[31],[5],[5],31|5,5,client-schedule-resolved,2,31|5,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2081
mage-10,1,Cure,mage,[16],[10],[10],16|10,10,client-schedule-resolved,1,16|10,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2109
mage-11,1,Magic Mastery : Lightning,mage,[30],[5],[5],30|5,5,client-schedule-resolved,2,30 60|5 2,normalized-name-and-class,free-band-omitted,contested,legacy-free-band-omitted-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,Bango reproduces every declared band but omits the legacy level-60 automatic/free band. Client files cannot prove whether the live server still grants it.,bango-file,jobsystem.dat,2136
mage-12,1,Magic Mastery : Ice,mage,[30],[5],[5],30|5,5,client-schedule-resolved,2,30 60|5 2,normalized-name-and-class,free-band-omitted,contested,legacy-free-band-omitted-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,Bango reproduces every declared band but omits the legacy level-60 automatic/free band. Client files cannot prove whether the live server still grants it.,bango-file,jobsystem.dat,2151
mage-13,1,Magic Mastery  : Fire,mage,[30],[5],[5],30|5,5,client-schedule-resolved,2,30 60|5 2,normalized-name-and-class,free-band-omitted,contested,legacy-free-band-omitted-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,Bango reproduces every declared band but omits the legacy level-60 automatic/free band. Client files cannot prove whether the live server still grants it.,bango-file,jobsystem.dat,2164
mage-14,1,Meditation,mage,[32],[3],[3],32|3,3,client-schedule-resolved,2,32 60|3 2,normalized-name-and-class,free-band-omitted,contested,legacy-free-band-omitted-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,Bango reproduces every declared band but omits the legacy level-60 automatic/free band. Client files cannot prove whether the live server still grants it.,bango-file,jobsystem.dat,2177
mage-15,1,Revival,mage,[37],[1],[1],37|1,1,client-schedule-resolved,2,37 60|1 1,explicit-name-alias-and-class,free-band-omitted,contested,legacy-free-band-omitted-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,Bango reproduces every declared band but omits the legacy level-60 automatic/free band. Client files cannot prove whether the live server still grants it.,bango-file,jobsystem.dat,2195
mage-16,1,Defensive incantation 1,mage,[30],[1],[1],30|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2219
mage-17,1,Defensive incantation 2,mage,[35],[1],[1],35|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2237
mage-18,1,Defensive incantation 3,mage,[40],[1],[1],40|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2255
mage-19,1,Defensive incantation 4,mage,[45],[1],[1],45|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2273
mage-20,1,Defensive incantation 5,mage,[50],[1],[1],50|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2291
mage-21,1,Cure 2,mage,[36],[5],[5],36|5,5,client-schedule-resolved,2,36|5,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2309
mage-22,1,Lightning Blow,mage,[21],[10],[10],21|10,10,client-schedule-resolved,1,21|10,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2336
mage-23,1,Splashy Ice,mage,[34],[5],[5],34|5,5,client-schedule-resolved,2,34|5,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2365
mage-24,1,Fire Blow,mage,[33],[5],[5],33|5,5,client-schedule-resolved,2,33|5,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2392
mage-25,1,Speed Up,mage,[36],[3],[3],36|3,3,client-schedule-resolved,2,36|3,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2419
mage-26,1,Frost,mage,[43],[1],[1],43|1,1,client-schedule-resolved,2,43|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2444
mage-27,1,Group Cure,mage,[47],[3],[3],47|3,3,client-schedule-resolved,2,47|3,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2468
mage-28,1,Restore,mage,[42],[1],[1],42|1,1,client-schedule-resolved,2,42|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2495
mage-29,1,Lightning Summons,mage,"[53,57]","[1,2]","[1,1]",53 57|1 1,2,client-schedule-resolved,3,53 57|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2521
mage-30,1,Hail,mage,"[51,58,64,67]","[1,2,3,4]","[1,1,1,1]",51 58 64 67|1 1 1 1,4,client-schedule-resolved,3,51 58 64 67|1 1 1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2547
mage-31,1,Flame Bomb,mage,"[52,59]","[1,2]","[1,1]",52 59|1 1,2,client-schedule-resolved,3,52 59|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2572
mage-32,1,Life Extension,mage,"[50,55,60,65,70]","[1,2,3,4,5]","[1,1,1,1,1]",50 55 60 65 70|1 1 1 1 1,5,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2598
mage-33,1,Summons,mage,"[50,61,68]","[1,2,3]","[1,1,1]",50 61 68|1 1 1,3,client-schedule-resolved,4,50 61 68|1 1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2614
mage-34,1,Cure 3,mage,"[51,60,66]","[1,2,3]","[1,1,1]",51 60 66|1 1 1,3,client-schedule-resolved,4,51 60 66|1 1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2638
mage-35,1,Hypnotism,mage,"[51,56,61,67,70]","[1,2,3,4,5]","[1,1,1,1,1]",51 56 61 67 70|1 1 1 1 1,5,client-schedule-resolved,4,51 56 61 67 70|1 1 1 1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2663
mage-36,1,Cold Binding,mage,"[54,58,63,68]","[1,2,3,4]","[1,1,1,1]",54 58 63 68|1 1 1 1,4,client-schedule-resolved,3,54 58 63 68|1 1 1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2690
mage-37,1,Refining Weapon,mage,"[50,57,62,66,69]","[1,2,3,4,5]","[1,1,1,1,1]",50 57 62 66 69|1 1 1 1 1,5,client-schedule-resolved,3,50 57 62 66 69|1 1 1 1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2714
mage-38,1,Defense Improvement,mage,"[53,62]","[1,2]","[1,1]",53 62|1 1,2,client-schedule-resolved,4,53 62|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2738
mage-39,1,Soul Destruction,mage,"[52,57,62,67,72]","[1,2,3,4,5]","[1,1,1,1,1]",52 57 62 67 72|1 1 1 1 1,5,client-schedule-resolved,4,52 63|1 4,normalized-name-and-class,bango-modification,contested,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,The class-scoped schedules disagree. Bango wins for its declared bands; the disagreement remains visible.,bango-file,jobsystem.dat,2762
mage-40,1,Chain Lightning,mage,[59],[1],[1],59|1,1,client-schedule-resolved,3,59|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2795
mage-41,1,Thunder,mage,"[63,66]","[1,2]","[1,1]",63 66|1 1,2,client-schedule-resolved,3,63 66|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2832
mage-42,1,Thunder Storm,mage,[65],[1],[1],65|1,1,client-schedule-resolved,3,65|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2872
mage-43,1,Ice Restriction,mage,[56],[1],[1],56|1,1,client-schedule-resolved,3,56|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2897
mage-44,1,Ice Storm,mage,[65],[1],[1],65|1,1,client-schedule-resolved,3,65|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2920
mage-45,1,Explosion,mage,"[62,68]","[1,2]","[1,1]",62 68|1 1,2,client-schedule-resolved,3,62 68|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2944
mage-46,1,Explosive Burst,mage,[64],[1],[1],64|1,1,client-schedule-resolved,3,64|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2968
mage-47,1,Fire Storm,mage,[65],[1],[1],65|1,1,client-schedule-resolved,3,65|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,2991
mage-48,1,Blessing of Strength,mage,"[54,63]","[1,2]","[1,1]",54 63|1 1,2,client-schedule-resolved,4,54 63|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3017
mage-49,1,Blessing of Health,mage,"[54,64]","[1,2]","[1,1]",54 64|1 1,2,client-schedule-resolved,4,54 64|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3041
mage-50,1,Blessing of Agility,mage,"[55,64]","[1,2]","[1,1]",55 64|1 1,2,client-schedule-resolved,4,55 64|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3066
mage-51,1,Blessing of Intelligence,mage,"[56,65]","[1,2]","[1,1]",56 65|1 1,2,client-schedule-resolved,4,56 65|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3089
mage-52,1,Increase of Critical Hit,mage,"[57,66]","[1,2]","[1,1]",57 66|1 1,2,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3112
mage-53,1,Purification,mage,[50],[1],[1],50|1,1,client-schedule-resolved,4,50|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3135
mage-54,1,Perfect Cure,mage,"[52,62,69]","[1,2,3]","[1,1,1]",52 62 69|1 1 1,3,client-schedule-resolved,4,52 62 69|1 1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3158
mage-55,1,Increase of Target Range,mage,[53],[1],[1],53|1,1,client-schedule-resolved,4,53|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3183
mage-56,1,Group Cure 2,mage,"[58,67]","[1,2]","[1,1]",58 67|1 1,2,client-schedule-resolved,4,58 67|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3202
mage-57,1,Perfect Group Cure 2,mage,"[59,69]","[1,2]","[1,1]",59 69|1 1,2,client-schedule-resolved,4,59 69|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3224
mage-58,1,Perfect Healing,mage,[68],[1],[1],68|1,1,client-schedule-resolved,4,68|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3247
mage-59,1,Distance Control,mage,[58],[1],[1],58|1,1,client-schedule-resolved,4,58|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3269
mage-60,1,Amnesia,mage,[59],[1],[1],59|1,1,client-schedule-resolved,4,59|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3287
mage-62,1,[Defensive incantation 6],mage,[50],[1],[1],50|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3309
mage-63,1,Healing Intensification,mage,[70],[1],[1],70|1,1,client-schedule-resolved,6,70|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3331
mage-64,1,Blessing,mage,[70],[6],[6],70|6,6,client-schedule-resolved,6,70|6,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3372
mage-65,1,magic Intensification,mage,[70],[6],[6],70|6,6,client-schedule-resolved,5,70|6,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3398
mage-66,1,Flame Injection,mage,[70],[6],[6],70|6,6,client-schedule-resolved,5,70|6,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3425
mage-67,1,Icicle,mage,[70],[6],[6],70|6,6,client-schedule-resolved,5,70|6,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3455
mage-68,1,Lightning Arrow,mage,[70],[6],[6],70|6,6,client-schedule-resolved,5,70|6,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3484
mage-70,1,Blessing of Son of the Sky,mage,"[70,75,80,85,90,95,100]","[1,2,3,4,5,6,7]","[1,1,1,1,1,1,1]",70 75 80 85 90 95 100|1 1 1 1 1 1 1,7,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3512
mage-71,1,Blessing of Son of the Sky,mage,"[70,75,80,85,90,95,100]","[1,2,3,4,5,6,7]","[1,1,1,1,1,1,1]",70 75 80 85 90 95 100|1 1 1 1 1 1 1,7,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3534
mage-80,1,Artillery,mage,[50],[1],[1],50|1,1,client-schedule-resolved,,,ambiguous-normalized-name-and-class,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3556
mage-81,1,Artillery,mage,[50],[1],[1],50|1,1,client-schedule-resolved,,,ambiguous-normalized-name-and-class,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3575
mage-82,1,Mana Circulation,mage,[50],[1],[1],50|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3596
mage-83,1,Mana Circulation,mage,[50],[1],[1],50|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3616
mage-85,1,Mystery Skill of Accuracy,mage,[81],[20],[20],81|20,20,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3637
mage-86,1,Mystery skill of Evasion,mage,[81],[20],[20],81|20,20,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3659
mage-87,1,Mystery skill of Defense,mage,[81],[20],[20],81|20,20,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3682
mage-88,1,Walk on the Air,mage,[91],[10],[10],91|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3704
mage-89,1,Evolution of Mana Circulation,mage,[91],[10],[10],91|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3718
mage-90,1,Punishment,mage,"[91,96,101]","[1,2,3]","[1,1,1]",91 96 101|1 1 1,3,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3739
mage-91,1,Incapacitation,mage,"[91,96,101]","[1,2,3]","[1,1,1]",91 96 101|1 1 1,3,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3761
mage-92,1,Releasing the Energy,mage,"[91,96,101]","[1,2,3]","[1,1,1]",91 96 101|1 1 1,3,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3783
mage-93,1,Bombing,mage,"[91,96,101]","[1,2,3]","[1,1,1]",91 96 101|1 1 1,3,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3807
mage-94,1,Attack of Dark Shadow,mage,[96],[2],[2],96|2,2,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3829
