que_id,step_index,step_text,items_json,provenance,source_file,source_line
64,1,"It's the tradition that when the King died, he's buried with the Tomb Keepers alive because it represents that the king has the power. The spirits of the keepers are in their spears. Collect 5 of their spears to Gang-Man.","[{""item_id"":""438"",""count"":""5""}]",bango-file,questlist.dat,74
65,1,"It's the tradition that when the King died, he's buried with the Tomb Keepers alive because it represents that the king has the power. The spirits of the keepers are in their iron hammers. Collect 5 of their iron hammers to Gang-Man.","[{""item_id"":""439"",""count"":""5""}]",bango-file,questlist.dat,75
9010,1,Go to City of Priest and find high priest Sur An and give him Jae Ga's recommendation letter.,"[{""item_id"":""1471"",""count"":""1""}]",bango-file,questlist.dat,76
9010,2,"Find the elements from low level elemental spirits in the forest. There are 5 kinds of elements: elements of fire, water, wood, iron, and earth. Gather 20 of them each.","[{""item_id"":""1461"",""count"":""20""},{""item_id"":""1462"",""count"":""20""},{""item_id"":""1463"",""count"":""20""},{""item_id"":""1464"",""count"":""20""},{""item_id"":""1465"",""count"":""20""}]",bango-file,questlist.dat,76
9010,3,"Go to the altar in the Forrest of Elements. Purify the elements of fire, water, wood, iron, and earth to get purified elements.","[{""item_id"":""1466"",""count"":""1""},{""item_id"":""1467"",""count"":""1""},{""item_id"":""1468"",""count"":""1""},{""item_id"":""1469"",""count"":""1""},{""item_id"":""1470"",""count"":""1""}]",bango-file,questlist.dat,76
9010,4,"Collect the materials that is required. They are the 'Necklace of Evil' of the Chief of the Traitor's Hangout, second one is the 'Lord's Jaw' from the Lord of Shadow Troop's head, third one is the 'Monster's Right Arm' from the Demon Monster, and the last one is the 'Sword of the Chief Defender' which the Demon Defender uses.","[{""item_id"":""1493"",""count"":""1""},{""item_id"":""1494"",""count"":""1""},{""item_id"":""1495"",""count"":""1""},{""item_id"":""1496"",""count"":""1""}]",bango-file,questlist.dat,76
9010,5,"Get the 'Complete E-moogy's Scale' from the Thousand Year Old E-moogy in the E-mok Island, and the 'Horn of Doggebi Lord' from the Doggebi Lord's forehead.","[{""item_id"":""1497"",""count"":""1""},{""item_id"":""1498"",""count"":""1""}]",bango-file,questlist.dat,76
9011,1,Find 'Il Ja' in the Tower of Priest.,[],bango-file,questlist.dat,77
10001,1,"You must obtain essences of 5 different Master elementals in the Priest Tower: Fire, Water, Wood, Iron, and Earth. Bring all of them to Il ja. He will teach you how to correct the altered world.","[{""item_id"":""1612"",""count"":""1""},{""item_id"":""1613"",""count"":""1""},{""item_id"":""1614"",""count"":""1""},{""item_id"":""1615"",""count"":""1""},{""item_id"":""1616"",""count"":""1""}]",bango-file,questlist.dat,78
10002,1,"Il ja has asked you to collect 100 Essence of the Undead for a trinket which will enable you to pass through Elia占쏙옙s protective magic square. Please collect the essences as Il ja asked, so you can speak to Elia and learn how to go to Western Regions.","[{""item_id"":""1617"",""count"":""100""}]",bango-file,questlist.dat,79
10003,1,"Handed the necklace to pass through Elia占쏙옙s magic square, Il ja has encouraged you to ask Elia how to go to Western Regions.","[{""item_id"":""1619"",""count"":""1""}]",bango-file,questlist.dat,80
10005,1,"If you hand both an I占쏙옙Lryer's necklace and an I占쏙옙Lryer's ring to Jin-Heun, you can get a Moving Trinket from him.",[],bango-file,questlist.dat,81
10006,1,Lady Soo-Ryun is waiting for you to get well. Give thanks as soon as you are recovered and reach Lv. 75.,[],bango-file,questlist.dat,82
66,1,"You have been requested to go and fetch 20 units of the Crazy Demon Worker's Axe, who are located around Cheonji-Yun.","[{""item_id"":""1693"",""count"":""20""}]",bango-file,questlist.dat,83
70,1,Yun-Hwa has requested you to hand both the letter and heads of skeleton troops to the explorer located in the northwest.,"[{""item_id"":""1715"",""count"":""1""},{""item_id"":""1716"",""count"":""50""}]",bango-file,questlist.dat,84
71,1,"After getting up southwest and putting down skeleton archers, visit Dae-Gil.","[{""item_id"":""1717"",""count"":""10""}]",bango-file,questlist.dat,85
72,1,Hunting wolves and bring their fur to Dae-Gil.,"[{""item_id"":""1740"",""count"":""20""}]",bango-file,questlist.dat,86
80,1,Deprive Knolls of water pockets and hand them to the Lost Explorer.,"[{""item_id"":""1736"",""count"":""50""}]",bango-file,questlist.dat,87
10007,1,Lady Soo-Ryun is waiting for you to get well. Give thanks as soon as you are recovered.,[],bango-file,questlist.dat,88
10007,2,Lady Soo-Ryun is waiting for you to get well. Give thanks as soon as you are recovered.,[],bango-file,questlist.dat,88
10007,3,Lady Soo-Ryun is waiting for you to get well. Give thanks as soon as you are recovered.,[],bango-file,questlist.dat,88
10007,4,Destroy all Crazy Demon Worker's catapults.,"[{""item_id"":""1692"",""count"":""10""}]",bango-file,questlist.dat,88
10009,1,"Elder Beom-Soo is looking for you. Elder Beon-Soo stays at east of the village, Munseongjeong. Meet him.",[],bango-file,questlist.dat,89
10009,2,Elder Beom-Soo asked you to go to Demon's camp at Chunji-Yun's northeast end and retrieve Sealed Stone with Village Headman's Spirit and bring it to Beom-Soo. Find the Sealed Stone and bring it to Beom-Soo.,"[{""item_id"":""1694"",""count"":""1""}]",bango-file,questlist.dat,89
67,1,Soo-Ryun has requested you to bring 10 units of Poppy out of demons. The demons include Crazy Demon Workers and Degenarated Twisted Demons.,"[{""item_id"":""1712"",""count"":""10""}]",bango-file,questlist.dat,90
68,1,A certain reward will be given to the winner. Finish hunting Wolfs and visit Soo-Ryun.,[],bango-file,questlist.dat,91
74,1,Go to wipe the scorpions out and visit Yun-Hwa.,[],bango-file,questlist.dat,92
77,1,"Get in the hangout of Goblins and bring back Green Bead, Ancestor's Treasure Sword and Prephetic Book that Goblins stole. It can be obtained from Goblins' and Goblin Conjurators'.","[{""item_id"":""1733"",""count"":""1""},{""item_id"":""1734"",""count"":""1""},{""item_id"":""1735"",""count"":""1""}]",bango-file,questlist.dat,93
78,1,"Wipe out the Brown Bears which kills villagers' livestock, and visit Dae-Gil.","[{""item_id"":""1737"",""count"":""30""}]",bango-file,questlist.dat,94
20017,1,"Hunt the wolves, collect their Fur and bring it back to Soo-Ryun.","[{""item_id"":""1740"",""count"":""100""}]",bango-file,questlist.dat,95
69,1,Bring the lost Soo-Ryun's letter back to Soo-Ryun.,"[{""item_id"":""1714"",""count"":""1""}]",bango-file,questlist.dat,96
73,1,"By wiping demons out, you should carry out the villagers' desire.","[{""item_id"":""1739"",""count"":""20""}]",bango-file,questlist.dat,97
75,1,Bring scorpion's poison and bear's gall to Yun-Hwa.,"[{""item_id"":""1729"",""count"":""5""},{""item_id"":""1730"",""count"":""5""}]",bango-file,questlist.dat,98
79,1,Dae-Gil has requested you to beat Guard of D'evah down. Beat them down and visit Dea-Gil.,[],bango-file,questlist.dat,99
91,1,Dae-Gil would be pleased if you bring Wild Boar's horns back to him.,"[{""item_id"":""1783"",""count"":""50""}]",bango-file,questlist.dat,100
20018,1,Hunt the Wild Boars and collect their fur. Bring it back to Soo-Ryun.,"[{""item_id"":""2647"",""count"":""100""}]",bango-file,questlist.dat,101
76,1,Soo-Ryun has requested you to bring the Goblin's strategy book to her. Bring it to Soo-Ryun. It can be obtained from Goblins' and Goblin Conjurators'.,"[{""item_id"":""1732"",""count"":""1""}]",bango-file,questlist.dat,102
81,1,Get in Goblins' hangout and bring Goblin's Decoder to Soo-Ryun. It can be obtained from Goblins' and Goblin Conjurators'.,"[{""item_id"":""1772"",""count"":""1""}]",bango-file,questlist.dat,103
86,1,Go out toward Barren Soil and find out a Wolf Commander.,"[{""item_id"":""1775"",""count"":""1""}]",bango-file,questlist.dat,104
92,1,Obtain Degenarated Twisted Demon' jaws and visit Dae-Gil.,"[{""item_id"":""2646"",""count"":""80""}]",bango-file,questlist.dat,105
93,1,Bring the outcome of experiment to Dae-Gil.,"[{""item_id"":""1785"",""count"":""1""},{""item_id"":""1786"",""count"":""50""}]",bango-file,questlist.dat,106
20019,1,Talk to Elder Beom-Soo.,[],bango-file,questlist.dat,107
20020,1,Galls can be collected by hunting the Bears. Bring them back to Beom-Soo.,"[{""item_id"":""1730"",""count"":""10""}]",bango-file,questlist.dat,108
82,1,Steal away Goblin's pocket and bring it to Soo-Ryun. It can be obtained from Goblins' and Goblin Conjurators'.,"[{""item_id"":""1795"",""count"":""10""}]",bango-file,questlist.dat,109
83,1,"After finding out and destroying all stones, go back to Soo-Ryun.",[],bango-file,questlist.dat,110
87,1,Yun-Hwa has requested you to make a complete 10 suits of armor out of Scorpion Shell.,"[{""item_id"":""1776"",""count"":""10""}]",bango-file,questlist.dat,111
88,1,"After getting 10 pieces of Brown Bear meat and removing its fur, bring them to Yun-Hwa.","[{""item_id"":""1794"",""count"":""10""}]",bango-file,questlist.dat,112
94,1,Bring the secret document to Dae-Gil.,"[{""item_id"":""1788"",""count"":""50""}]",bango-file,questlist.dat,113
84,1,Kill Crazy Demon Worker's Leader and bring his head back to Soo-Ryun.,"[{""item_id"":""1773"",""count"":""1""}]",bango-file,questlist.dat,114
85,1,Soo-Ryun has requested you to wipe out the remnants of skeletons with the pack containing skeleton's body ordors.,[],bango-file,questlist.dat,115
89,1,"After breaking down the four Knoll's forts and wiping Knolls out, visit Yun-Hwa.",[],bango-file,questlist.dat,116
90,1,Bring the letter to Soo-Ryun and report a letter.,[],bango-file,questlist.dat,117
90,2,Bring the letter to Dae-Gil and report a letter.,[],bango-file,questlist.dat,117
90,3,Bring the letter to Lost Explorer and report a letter.,[],bango-file,questlist.dat,117
95,1,Remove Guard of D'evah's Command and visit Dae-Gil.,"[{""item_id"":""1789"",""count"":""1""}]",bango-file,questlist.dat,118
